flight_id,airline_name,departure_city,arrival_city,flight_status,passenger_count,flight_duration_hours,ticket_price_usd,delay_minutes,fuel_consumed_tons,scheduled_departure_date,actual_arrival_date
FL-0593,Philippine Airlines,Davao,Bangkok,On Time,102,3.66,319.02,30,22.79,2026-04-09 16:00:00,2026-04-09 18:00:00
FL-0594,PAL Express,Manila,Tokyo,On Time,151,4.75,271.2,0,13.81,2026-04-09 20:00:00,2026-04-09 22:00:00
FL-0595,PAL Express,Davao,Seoul,On Time,87,5.7,373.24,0,23.02,2026-04-10 00:00:00,2026-04-10 02:00:00
FL-0596,PAL Express,Clark,Bangkok,On Time,138,4.82,145.68,0,20.01,2026-04-10 04:00:00,2026-04-10 06:00:00
FL-0597,Philippine Airlines,Davao,Hong Kong,Cancelled,190,2.28,478.32,0,14.77,2026-04-10 08:00:00,2026-04-10 10:00:00
FL-0598,AirAsia,Cebu,Seoul,Delayed,92,3.53,391.22,0,17.06,2026-04-10 12:00:00,2026-04-10 14:00:00
FL-0599,PAL Express,Manila,Hong Kong,Delayed,95,6.72,193.3,0,11.51,2026-04-10 16:00:00,2026-04-10 18:00:00
FL-0600,Cebu Pacific,Cebu,Singapore,Cancelled,198,7.1,194.12,0,24.67,2026-04-10 20:00:00,2026-04-10 22:00:00
FL-0601,Philippine Airlines,Cebu,Seoul,On Time,81,2.39,192.12,0,18.35,2026-04-11 00:00:00,2026-04-11 02:00:00
FL-0602,PAL Express,Clark,Singapore,Delayed,109,7.69,128.5,0,5.88,2026-04-11 04:00:00,2026-04-11 06:00:00
FL-0603,PAL Express,Manila,Seoul,On Time,182,3.64,393.9,45,11.53,2026-04-11 08:00:00,2026-04-11 10:00:00
FL-0604,Cebu Pacific,Manila,Seoul,Cancelled,92,5.81,520.17,0,17.47,2026-04-11 12:00:00,2026-04-11 14:00:00
FL-0605,AirAsia,Manila,Singapore,On Time,175,6.39,108.75,0,6.13,2026-04-11 16:00:00,2026-04-11 18:00:00
FL-0606,AirAsia,Manila,Bangkok,Delayed,173,6.78,124.5,0,5.48,2026-04-11 20:00:00,2026-04-11 22:00:00
FL-0607,AirAsia,Manila,Tokyo,Delayed,161,7.65,386.39,15,14.0,2026-04-12 00:00:00,2026-04-12 02:00:00
FL-0608,PAL Express,Clark,Hong Kong,On Time,92,3.53,509.75,15,11.65,2026-04-12 04:00:00,2026-04-12 06:00:00
FL-0609,PAL Express,Davao,Seoul,On Time,173,7.08,263.37,0,13.77,2026-04-12 08:00:00,2026-04-12 10:00:00
FL-0610,PAL Express,Cebu,Hong Kong,Delayed,191,2.36,274.81,45,10.25,2026-04-12 12:00:00,2026-04-12 14:00:00
FL-0611,Philippine Airlines,Manila,Singapore,On Time,134,6.08,398.17,0,8.29,2026-04-12 16:00:00,2026-04-12 18:00:00
FL-0612,Cebu Pacific,Davao,Hong Kong,On Time,160,6.32,237.11,0,18.78,2026-04-12 20:00:00,2026-04-12 22:00:00
FL-0613,PAL Express,Davao,Singapore,On Time,195,5.91,113.3,45,15.29,2026-04-13 00:00:00,2026-04-13 02:00:00
FL-0614,Cebu Pacific,Cebu,Hong Kong,On Time,187,3.14,467.61,45,9.0,2026-04-13 04:00:00,2026-04-13 06:00:00
FL-0615,Cebu Pacific,Clark,Tokyo,Delayed,132,7.17,412.82,0,11.39,2026-04-13 08:00:00,2026-04-13 10:00:00
FL-0616,AirAsia,Iloilo,Tokyo,On Time,207,2.6,390.38,30,16.84,2026-04-13 12:00:00,2026-04-13 14:00:00
FL-0617,Philippine Airlines,Iloilo,Tokyo,On Time,136,1.85,470.84,0,6.44,2026-04-13 16:00:00,2026-04-13 18:00:00
FL-0618,PAL Express,Davao,Tokyo,On Time,131,6.16,437.62,30,7.95,2026-04-13 20:00:00,2026-04-13 22:00:00
FL-0619,AirAsia,Cebu,Tokyo,On Time,216,4.59,202.94,0,6.46,2026-04-14 00:00:00,2026-04-14 02:00:00
FL-0620,AirAsia,Iloilo,Tokyo,On Time,190,7.02,276.24,0,21.25,2026-04-14 04:00:00,2026-04-14 06:00:00
FL-0621,PAL Express,Davao,Singapore,On Time,80,3.99,163.06,0,20.05,2026-04-14 08:00:00,2026-04-14 10:00:00
FL-0622,Cebu Pacific,Clark,Seoul,On Time,123,2.59,164.93,0,20.07,2026-04-14 12:00:00,2026-04-14 14:00:00
FL-0623,AirAsia,Iloilo,Hong Kong,On Time,154,6.94,438.1,0,19.33,2026-04-14 16:00:00,2026-04-14 18:00:00
FL-0624,Cebu Pacific,Davao,Tokyo,Delayed,177,5.07,529.3,0,18.39,2026-04-14 20:00:00,2026-04-14 22:00:00
FL-0625,Philippine Airlines,Davao,Singapore,On Time,88,2.73,581.37,0,14.54,2026-04-15 00:00:00,2026-04-15 02:00:00
FL-0626,Cebu Pacific,Manila,Singapore,On Time,111,6.18,414.17,0,17.85,2026-04-15 04:00:00,2026-04-15 06:00:00
FL-0627,Philippine Airlines,Clark,Singapore,On Time,94,4.82,192.05,0,5.77,2026-04-15 08:00:00,2026-04-15 10:00:00
FL-0628,Cebu Pacific,Manila,Seoul,On Time,219,5.43,152.83,0,17.43,2026-04-15 12:00:00,2026-04-15 14:00:00
FL-0629,AirAsia,Cebu,Hong Kong,On Time,215,4.5,506.43,0,20.56,2026-04-15 16:00:00,2026-04-15 18:00:00
FL-0630,AirAsia,Manila,Seoul,On Time,151,6.89,389.38,15,15.01,2026-04-15 20:00:00,2026-04-15 22:00:00
FL-0631,Philippine Airlines,Manila,Bangkok,Delayed,91,6.89,409.14,45,12.15,2026-04-16 00:00:00,2026-04-16 02:00:00
FL-0632,PAL Express,Iloilo,Singapore,On Time,144,6.11,490.73,15,10.55,2026-04-16 04:00:00,2026-04-16 06:00:00
FL-0633,Philippine Airlines,Davao,Bangkok,On Time,186,2.19,451.64,0,17.86,2026-04-16 08:00:00,2026-04-16 10:00:00
FL-0634,Philippine Airlines,Clark,Tokyo,Delayed,121,6.95,517.23,15,18.86,2026-04-16 12:00:00,2026-04-16 14:00:00
FL-0635,Cebu Pacific,Manila,Tokyo,On Time,194,5.86,128.11,0,22.42,2026-04-16 16:00:00,2026-04-16 18:00:00
FL-0636,Cebu Pacific,Clark,Seoul,On Time,218,6.03,473.76,0,11.85,2026-04-16 20:00:00,2026-04-16 22:00:00
FL-0637,Philippine Airlines,Manila,Hong Kong,On Time,182,3.86,525.43,0,20.4,2026-04-17 00:00:00,2026-04-17 02:00:00
FL-0638,AirAsia,Cebu,Bangkok,On Time,174,7.22,243.07,30,16.23,2026-04-17 04:00:00,2026-04-17 06:00:00
FL-0639,Cebu Pacific,Manila,Hong Kong,Delayed,96,6.21,420.22,0,22.66,2026-04-17 08:00:00,2026-04-17 10:00:00
FL-0640,PAL Express,Iloilo,Seoul,Delayed,164,2.23,257.08,0,15.56,2026-04-17 12:00:00,2026-04-17 14:00:00
FL-0641,Cebu Pacific,Davao,Tokyo,Cancelled,135,4.15,578.99,0,15.35,2026-04-17 16:00:00,2026-04-17 18:00:00
FL-0642,Cebu Pacific,Cebu,Hong Kong,On Time,213,7.26,116.71,30,16.56,2026-04-17 20:00:00,2026-04-17 22:00:00
FL-0643,PAL Express,Manila,Hong Kong,On Time,165,1.81,389.9,0,19.99,2026-04-18 00:00:00,2026-04-18 02:00:00
FL-0644,Philippine Airlines,Clark,Tokyo,On Time,181,7.75,183.25,0,24.29,2026-04-18 04:00:00,2026-04-18 06:00:00
FL-0645,PAL Express,Cebu,Bangkok,On Time,133,5.91,456.11,0,6.47,2026-04-18 08:00:00,2026-04-18 10:00:00
FL-0646,Philippine Airlines,Cebu,Tokyo,On Time,194,5.6,187.95,0,6.07,2026-04-18 12:00:00,2026-04-18 14:00:00
FL-0647,Philippine Airlines,Manila,Hong Kong,Cancelled,218,3.26,217.69,0,23.75,2026-04-18 16:00:00,2026-04-18 18:00:00
FL-0648,Philippine Airlines,Cebu,Bangkok,On Time,167,3.12,347.19,0,15.6,2026-04-18 20:00:00,2026-04-18 22:00:00
FL-0649,PAL Express,Clark,Bangkok,On Time,128,7.62,557.42,30,17.3,2026-04-19 00:00:00,2026-04-19 02:00:00
FL-0650,Philippine Airlines,Cebu,Tokyo,On Time,194,3.44,205.86,0,14.65,2026-04-19 04:00:00,2026-04-19 06:00:00
FL-0651,AirAsia,Clark,Hong Kong,On Time,142,6.54,172.12,0,6.87,2026-04-19 08:00:00,2026-04-19 10:00:00
FL-0652,PAL Express,Manila,Seoul,On Time,183,4.06,479.49,0,20.36,2026-04-19 12:00:00,2026-04-19 14:00:00
FL-0653,AirAsia,Davao,Hong Kong,Delayed,162,2.41,350.31,0,19.94,2026-04-19 16:00:00,2026-04-19 18:00:00
FL-0654,Philippine Airlines,Cebu,Singapore,On Time,182,1.57,555.89,0,11.23,2026-04-19 20:00:00,2026-04-19 22:00:00
FL-0655,Cebu Pacific,Davao,Seoul,Delayed,96,5.04,173.31,0,11.12,2026-04-20 00:00:00,2026-04-20 02:00:00
FL-0656,Philippine Airlines,Clark,Bangkok,On Time,85,7.84,422.96,0,21.76,2026-04-20 04:00:00,2026-04-20 06:00:00
FL-0657,AirAsia,Cebu,Seoul,Delayed,107,3.9,216.44,15,6.45,2026-04-20 08:00:00,2026-04-20 10:00:00
FL-0658,AirAsia,Iloilo,Bangkok,Delayed,117,3.82,178.38,0,22.62,2026-04-20 12:00:00,2026-04-20 14:00:00
FL-0659,PAL Express,Davao,Bangkok,On Time,198,3.74,441.71,0,10.13,2026-04-20 16:00:00,2026-04-20 18:00:00
FL-0660,Cebu Pacific,Cebu,Seoul,On Time,116,4.88,396.84,30,16.86,2026-04-20 20:00:00,2026-04-20 22:00:00
FL-0661,PAL Express,Davao,Bangkok,Cancelled,194,4.36,477.41,0,23.72,2026-04-21 00:00:00,2026-04-21 02:00:00
FL-0662,AirAsia,Cebu,Bangkok,On Time,147,7.22,254.73,15,18.56,2026-04-21 04:00:00,2026-04-21 06:00:00
FL-0663,Philippine Airlines,Manila,Singapore,Cancelled,122,4.79,323.99,0,13.29,2026-04-21 08:00:00,2026-04-21 10:00:00
FL-0664,Cebu Pacific,Davao,Hong Kong,On Time,137,4.8,302.74,0,18.79,2026-04-21 12:00:00,2026-04-21 14:00:00
FL-0665,Philippine Airlines,Iloilo,Hong Kong,On Time,92,2.4,592.04,30,11.88,2026-04-21 16:00:00,2026-04-21 18:00:00
FL-0666,Philippine Airlines,Iloilo,Singapore,Delayed,131,7.89,246.12,0,10.55,2026-04-21 20:00:00,2026-04-21 22:00:00
FL-0667,Cebu Pacific,Clark,Seoul,Cancelled,137,3.12,247.41,0,24.93,2026-04-22 00:00:00,2026-04-22 02:00:00
FL-0668,PAL Express,Cebu,Tokyo,On Time,111,1.98,277.27,15,20.02,2026-04-22 04:00:00,2026-04-22 06:00:00
FL-0669,Philippine Airlines,Davao,Tokyo,Delayed,184,5.81,382.3,0,17.89,2026-04-22 08:00:00,2026-04-22 10:00:00
FL-0670,AirAsia,Clark,Tokyo,On Time,162,5.37,226.16,0,12.11,2026-04-22 12:00:00,2026-04-22 14:00:00
FL-0671,Philippine Airlines,Davao,Singapore,On Time,178,4.2,557.64,0,5.98,2026-04-22 16:00:00,2026-04-22 18:00:00
FL-0672,Cebu Pacific,Cebu,Singapore,On Time,183,4.24,232.84,30,5.62,2026-04-22 20:00:00,2026-04-22 22:00:00
FL-0673,Cebu Pacific,Iloilo,Bangkok,On Time,107,6.6,547.91,45,16.08,2026-04-23 00:00:00,2026-04-23 02:00:00
FL-0674,Cebu Pacific,Manila,Tokyo,Cancelled,208,2.77,151.74,0,20.24,2026-04-23 04:00:00,2026-04-23 06:00:00
FL-0675,PAL Express,Iloilo,Seoul,On Time,127,6.83,428.28,0,15.75,2026-04-23 08:00:00,2026-04-23 10:00:00
FL-0676,Philippine Airlines,Clark,Seoul,On Time,119,5.72,553.49,45,21.82,2026-04-23 12:00:00,2026-04-23 14:00:00
FL-0677,PAL Express,Manila,Tokyo,On Time,176,4.22,184.37,0,5.67,2026-04-23 16:00:00,2026-04-23 18:00:00
FL-0678,PAL Express,Clark,Tokyo,On Time,193,4.48,584.16,0,12.34,2026-04-23 20:00:00,2026-04-23 22:00:00
FL-0679,Cebu Pacific,Cebu,Tokyo,On Time,211,3.17,326.44,15,9.74,2026-04-24 00:00:00,2026-04-24 02:00:00
FL-0680,Cebu Pacific,Manila,Singapore,Delayed,216,6.39,572.86,30,13.95,2026-04-24 04:00:00,2026-04-24 06:00:00
FL-0681,PAL Express,Clark,Singapore,On Time,190,4.83,438.41,30,6.45,2026-04-24 08:00:00,2026-04-24 10:00:00
FL-0682,Philippine Airlines,Cebu,Singapore,Cancelled,155,3.59,250.79,0,24.08,2026-04-24 12:00:00,2026-04-24 14:00:00
FL-0683,AirAsia,Iloilo,Hong Kong,Cancelled,110,5.37,194.15,0,9.47,2026-04-24 16:00:00,2026-04-24 18:00:00
FL-0684,PAL Express,Cebu,Seoul,On Time,198,7.97,251.87,0,23.45,2026-04-24 20:00:00,2026-04-24 22:00:00
FL-0685,Philippine Airlines,Davao,Seoul,Cancelled,104,4.33,146.51,0,13.52,2026-04-25 00:00:00,2026-04-25 02:00:00
FL-0686,Cebu Pacific,Cebu,Bangkok,Delayed,113,7.48,171.93,0,24.71,2026-04-25 04:00:00,2026-04-25 06:00:00
FL-0687,Cebu Pacific,Cebu,Singapore,On Time,146,3.74,152.33,15,16.08,2026-04-25 08:00:00,2026-04-25 10:00:00
FL-0688,Philippine Airlines,Davao,Hong Kong,On Time,197,1.86,311.47,0,23.62,2026-04-25 12:00:00,2026-04-25 14:00:00
FL-0689,AirAsia,Clark,Hong Kong,On Time,152,2.83,497.79,30,5.11,2026-04-25 16:00:00,2026-04-25 18:00:00
FL-0690,Cebu Pacific,Clark,Seoul,On Time,105,4.22,170.69,0,19.96,2026-04-25 20:00:00,2026-04-25 22:00:00
FL-0691,Cebu Pacific,Cebu,Singapore,Delayed,183,2.93,165.16,0,23.06,2026-04-26 00:00:00,2026-04-26 02:00:00
FL-0692,Cebu Pacific,Davao,Bangkok,On Time,89,1.5,421.71,0,7.79,2026-04-26 04:00:00,2026-04-26 06:00:00
FL-0693,Philippine Airlines,Davao,Singapore,Delayed,146,7.45,198.59,0,6.92,2026-04-26 08:00:00,2026-04-26 10:00:00
FL-0694,PAL Express,Iloilo,Tokyo,On Time,84,6.99,148.81,0,13.49,2026-04-26 12:00:00,2026-04-26 14:00:00
FL-0695,Cebu Pacific,Clark,Singapore,On Time,106,6.32,183.42,60,23.67,2026-04-26 16:00:00,2026-04-26 18:00:00
FL-0696,PAL Express,Manila,Tokyo,Cancelled,192,2.59,561.87,30,15.85,2026-04-26 20:00:00,2026-04-26 22:00:00
FL-0697,AirAsia,Clark,Tokyo,On Time,94,2.28,510.74,0,15.55,2026-04-27 00:00:00,2026-04-27 02:00:00
FL-0698,Cebu Pacific,Clark,Bangkok,On Time,184,1.94,277.03,0,7.82,2026-04-27 04:00:00,2026-04-27 06:00:00
FL-0699,Cebu Pacific,Iloilo,Seoul,On Time,123,6.21,427.91,45,5.02,2026-04-27 08:00:00,2026-04-27 10:00:00
FL-0700,AirAsia,Manila,Singapore,On Time,105,7.54,368.64,0,21.2,2026-04-27 12:00:00,2026-04-27 14:00:00
FL-0701,Cebu Pacific,Iloilo,Tokyo,On Time,174,4.3,438.56,0,6.75,2026-04-27 16:00:00,2026-04-27 18:00:00
FL-0702,PAL Express,Manila,Singapore,On Time,163,2.27,441.34,0,17.68,2026-04-27 20:00:00,2026-04-27 22:00:00
FL-0703,Philippine Airlines,Cebu,Seoul,On Time,219,4.83,414.37,60,23.29,2026-04-28 00:00:00,2026-04-28 02:00:00
FL-0704,PAL Express,Manila,Seoul,Cancelled,211,3.77,233.05,0,9.17,2026-04-28 04:00:00,2026-04-28 06:00:00
FL-0705,Philippine Airlines,Iloilo,Hong Kong,On Time,166,3.94,119.5,0,18.31,2026-04-28 08:00:00,2026-04-28 10:00:00
FL-0706,Philippine Airlines,Clark,Seoul,On Time,191,5.54,327.78,45,6.57,2026-04-28 12:00:00,2026-04-28 14:00:00
FL-0707,PAL Express,Manila,Bangkok,On Time,208,6.17,545.49,0,17.08,2026-04-28 16:00:00,2026-04-28 18:00:00
FL-0708,PAL Express,Manila,Tokyo,Cancelled,168,2.22,384.75,0,8.28,2026-04-28 20:00:00,2026-04-28 22:00:00
FL-0709,PAL Express,Davao,Hong Kong,On Time,145,1.73,516.2,0,19.72,2026-04-29 00:00:00,2026-04-29 02:00:00
FL-0710,PAL Express,Clark,Bangkok,On Time,210,7.96,595.81,30,11.02,2026-04-29 04:00:00,2026-04-29 06:00:00
FL-0711,AirAsia,Cebu,Singapore,On Time,201,3.01,181.81,0,14.27,2026-04-29 08:00:00,2026-04-29 10:00:00
FL-0712,Cebu Pacific,Iloilo,Tokyo,On Time,163,1.85,445.89,120,16.99,2026-04-29 12:00:00,2026-04-29 14:00:00
FL-0713,Philippine Airlines,Cebu,Seoul,Delayed,195,2.73,437.15,0,8.43,2026-04-29 16:00:00,2026-04-29 18:00:00
FL-0714,PAL Express,Clark,Tokyo,Delayed,195,1.75,589.98,0,19.83,2026-04-29 20:00:00,2026-04-29 22:00:00
FL-0715,PAL Express,Manila,Singapore,On Time,117,4.05,592.8,120,11.05,2026-04-30 00:00:00,2026-04-30 02:00:00
FL-0716,PAL Express,Manila,Hong Kong,On Time,189,6.72,443.34,0,18.25,2026-04-30 04:00:00,2026-04-30 06:00:00
FL-0717,AirAsia,Clark,Hong Kong,On Time,125,3.72,221.81,0,8.17,2026-04-30 08:00:00,2026-04-30 10:00:00
FL-0718,PAL Express,Manila,Hong Kong,Cancelled,104,4.39,499.28,0,18.76,2026-04-30 12:00:00,2026-04-30 14:00:00
FL-0719,PAL Express,Manila,Seoul,Cancelled,100,5.89,153.51,0,7.56,2026-04-30 16:00:00,2026-04-30 18:00:00
FL-0720,PAL Express,Manila,Bangkok,On Time,200,4.81,490.35,0,13.51,2026-04-30 20:00:00,2026-04-30 22:00:00
FL-0721,Cebu Pacific,Iloilo,Bangkok,Delayed,201,7.1,555.1,0,9.94,2026-05-01 00:00:00,2026-05-01 02:00:00
FL-0722,AirAsia,Iloilo,Tokyo,Delayed,212,7.13,291.42,0,19.97,2026-05-01 04:00:00,2026-05-01 06:00:00
FL-0723,PAL Express,Davao,Seoul,On Time,149,1.56,415.32,30,10.24,2026-05-01 08:00:00,2026-05-01 10:00:00
FL-0724,Philippine Airlines,Cebu,Hong Kong,On Time,192,6.56,315.07,0,22.63,2026-05-01 12:00:00,2026-05-01 14:00:00
FL-0725,Philippine Airlines,Clark,Hong Kong,On Time,186,4.49,318.88,120,22.84,2026-05-01 16:00:00,2026-05-01 18:00:00
FL-0726,Philippine Airlines,Clark,Singapore,Delayed,191,7.93,255.19,0,8.93,2026-05-01 20:00:00,2026-05-01 22:00:00
FL-0727,AirAsia,Clark,Singapore,Cancelled,187,4.64,481.06,0,17.28,2026-05-02 00:00:00,2026-05-02 02:00:00
FL-0728,AirAsia,Davao,Hong Kong,Delayed,126,7.91,568.09,0,6.75,2026-05-02 04:00:00,2026-05-02 06:00:00
FL-0729,Philippine Airlines,Iloilo,Hong Kong,Delayed,170,6.4,570.38,0,12.83,2026-05-02 08:00:00,2026-05-02 10:00:00
FL-0730,PAL Express,Davao,Seoul,On Time,97,3.12,187.39,0,19.27,2026-05-02 12:00:00,2026-05-02 14:00:00
FL-0731,AirAsia,Clark,Bangkok,Delayed,183,5.0,537.37,15,18.19,2026-05-02 16:00:00,2026-05-02 18:00:00
FL-0732,Philippine Airlines,Cebu,Singapore,Delayed,119,7.95,468.72,45,17.49,2026-05-02 20:00:00,2026-05-02 22:00:00
FL-0733,Philippine Airlines,Manila,Bangkok,On Time,217,7.07,226.42,60,10.65,2026-05-03 00:00:00,2026-05-03 02:00:00
FL-0734,PAL Express,Iloilo,Seoul,On Time,168,2.13,133.64,0,12.56,2026-05-03 04:00:00,2026-05-03 06:00:00
FL-0735,Cebu Pacific,Iloilo,Hong Kong,Delayed,140,6.09,234.0,45,7.06,2026-05-03 08:00:00,2026-05-03 10:00:00
FL-0736,AirAsia,Davao,Bangkok,On Time,84,3.75,556.1,0,19.38,2026-05-03 12:00:00,2026-05-03 14:00:00
FL-0737,PAL Express,Iloilo,Hong Kong,Delayed,201,1.55,416.59,0,15.08,2026-05-03 16:00:00,2026-05-03 18:00:00
FL-0738,Philippine Airlines,Clark,Hong Kong,On Time,134,4.12,460.53,30,19.18,2026-05-03 20:00:00,2026-05-03 22:00:00
FL-0739,Philippine Airlines,Clark,Tokyo,On Time,116,3.03,228.58,0,9.98,2026-05-04 00:00:00,2026-05-04 02:00:00
FL-0740,PAL Express,Davao,Bangkok,Delayed,135,6.82,459.69,0,11.49,2026-05-04 04:00:00,2026-05-04 06:00:00
FL-0741,AirAsia,Clark,Bangkok,On Time,181,3.69,114.06,0,11.68,2026-05-04 08:00:00,2026-05-04 10:00:00
FL-0742,Cebu Pacific,Cebu,Hong Kong,On Time,172,6.88,287.66,0,5.51,2026-05-04 12:00:00,2026-05-04 14:00:00
FL-0743,Cebu Pacific,Davao,Seoul,On Time,152,1.5,413.38,15,11.82,2026-05-04 16:00:00,2026-05-04 18:00:00
FL-0744,Philippine Airlines,Cebu,Tokyo,Delayed,138,3.5,173.05,0,21.07,2026-05-04 20:00:00,2026-05-04 22:00:00
FL-0745,AirAsia,Manila,Hong Kong,On Time,81,3.07,511.5,120,22.95,2026-05-05 00:00:00,2026-05-05 02:00:00
FL-0746,Cebu Pacific,Cebu,Singapore,Cancelled,183,3.02,217.52,0,15.36,2026-05-05 04:00:00,2026-05-05 06:00:00
FL-0747,AirAsia,Manila,Singapore,On Time,130,1.94,426.14,0,14.11,2026-05-05 08:00:00,2026-05-05 10:00:00
FL-0748,AirAsia,Manila,Tokyo,Cancelled,109,2.72,302.6,0,5.62,2026-05-05 12:00:00,2026-05-05 14:00:00
FL-0749,Philippine Airlines,Cebu,Seoul,Cancelled,90,5.11,398.02,0,22.58,2026-05-05 16:00:00,2026-05-05 18:00:00
FL-0750,Cebu Pacific,Davao,Hong Kong,On Time,187,3.39,153.73,0,5.26,2026-05-05 20:00:00,2026-05-05 22:00:00
FL-0751,PAL Express,Clark,Bangkok,On Time,155,4.21,108.46,15,23.9,2026-05-06 00:00:00,2026-05-06 02:00:00
FL-0752,Philippine Airlines,Clark,Tokyo,On Time,169,3.95,554.78,30,14.78,2026-05-06 04:00:00,2026-05-06 06:00:00
FL-0753,Cebu Pacific,Manila,Seoul,On Time,202,7.19,234.82,45,11.84,2026-05-06 08:00:00,2026-05-06 10:00:00
FL-0754,Cebu Pacific,Manila,Bangkok,On Time,204,7.38,509.84,30,23.48,2026-05-06 12:00:00,2026-05-06 14:00:00
FL-0755,Cebu Pacific,Davao,Singapore,On Time,201,4.7,599.68,30,5.49,2026-05-06 16:00:00,2026-05-06 18:00:00
FL-0756,Cebu Pacific,Iloilo,Singapore,On Time,173,3.65,205.72,0,16.63,2026-05-06 20:00:00,2026-05-06 22:00:00
FL-0757,Cebu Pacific,Cebu,Bangkok,On Time,182,2.19,232.59,30,15.98,2026-05-07 00:00:00,2026-05-07 02:00:00
FL-0758,AirAsia,Manila,Tokyo,On Time,110,7.7,431.43,0,9.39,2026-05-07 04:00:00,2026-05-07 06:00:00
FL-0759,Philippine Airlines,Clark,Singapore,On Time,131,1.89,582.72,0,13.58,2026-05-07 08:00:00,2026-05-07 10:00:00
FL-0760,AirAsia,Davao,Hong Kong,Cancelled,168,3.43,557.91,0,18.05,2026-05-07 12:00:00,2026-05-07 14:00:00
FL-0761,PAL Express,Cebu,Bangkok,On Time,155,3.44,351.44,0,19.54,2026-05-07 16:00:00,2026-05-07 18:00:00
FL-0762,Cebu Pacific,Davao,Bangkok,On Time,208,3.58,497.56,0,5.01,2026-05-07 20:00:00,2026-05-07 22:00:00
FL-0763,Philippine Airlines,Cebu,Singapore,On Time,101,2.57,167.87,60,23.74,2026-05-08 00:00:00,2026-05-08 02:00:00
FL-0764,Cebu Pacific,Cebu,Tokyo,Delayed,119,6.59,588.72,0,8.29,2026-05-08 04:00:00,2026-05-08 06:00:00
FL-0765,Philippine Airlines,Manila,Hong Kong,Cancelled,180,2.3,582.18,0,9.67,2026-05-08 08:00:00,2026-05-08 10:00:00
FL-0766,AirAsia,Davao,Tokyo,Delayed,190,5.63,181.86,0,10.27,2026-05-08 12:00:00,2026-05-08 14:00:00
FL-0767,Philippine Airlines,Davao,Seoul,Cancelled,208,2.3,249.71,0,5.76,2026-05-08 16:00:00,2026-05-08 18:00:00
FL-0768,PAL Express,Clark,Seoul,On Time,144,1.96,150.08,0,7.46,2026-05-08 20:00:00,2026-05-08 22:00:00
FL-0769,PAL Express,Clark,Singapore,Delayed,158,7.41,235.86,0,24.73,2026-05-09 00:00:00,2026-05-09 02:00:00
FL-0770,Philippine Airlines,Manila,Singapore,Delayed,101,2.74,507.98,0,11.3,2026-05-09 04:00:00,2026-05-09 06:00:00
FL-0771,Philippine Airlines,Manila,Singapore,On Time,178,6.84,289.16,0,7.31,2026-05-09 08:00:00,2026-05-09 10:00:00
FL-0772,Philippine Airlines,Iloilo,Seoul,Cancelled,87,5.04,144.2,15,7.14,2026-05-09 12:00:00,2026-05-09 14:00:00
FL-0773,Philippine Airlines,Clark,Tokyo,On Time,96,2.01,271.11,15,19.39,2026-05-09 16:00:00,2026-05-09 18:00:00
FL-0774,PAL Express,Cebu,Tokyo,On Time,96,7.71,590.69,0,22.09,2026-05-09 20:00:00,2026-05-09 22:00:00
FL-0775,Cebu Pacific,Davao,Singapore,On Time,169,3.11,414.84,0,10.14,2026-05-10 00:00:00,2026-05-10 02:00:00
FL-0776,Philippine Airlines,Manila,Hong Kong,On Time,160,7.09,308.08,0,5.42,2026-05-10 04:00:00,2026-05-10 06:00:00
FL-0777,Philippine Airlines,Davao,Tokyo,Delayed,157,2.6,183.27,15,9.46,2026-05-10 08:00:00,2026-05-10 10:00:00
FL-0778,PAL Express,Davao,Seoul,On Time,85,7.05,593.09,0,6.13,2026-05-10 12:00:00,2026-05-10 14:00:00
FL-0779,PAL Express,Iloilo,Bangkok,On Time,189,1.59,510.42,0,7.07,2026-05-10 16:00:00,2026-05-10 18:00:00
FL-0780,AirAsia,Clark,Bangkok,On Time,93,4.83,240.74,15,13.63,2026-05-10 20:00:00,2026-05-10 22:00:00
FL-0781,Philippine Airlines,Manila,Bangkok,Delayed,151,6.5,135.03,0,9.6,2026-05-11 00:00:00,2026-05-11 02:00:00
FL-0782,AirAsia,Davao,Hong Kong,On Time,133,7.58,128.31,0,15.32,2026-05-11 04:00:00,2026-05-11 06:00:00
FL-0783,PAL Express,Manila,Singapore,On Time,106,7.41,160.19,0,10.07,2026-05-11 08:00:00,2026-05-11 10:00:00
FL-0784,PAL Express,Cebu,Seoul,Cancelled,92,6.83,390.38,45,23.81,2026-05-11 12:00:00,2026-05-11 14:00:00
FL-0785,Cebu Pacific,Iloilo,Hong Kong,Delayed,139,7.27,564.38,30,23.12,2026-05-11 16:00:00,2026-05-11 18:00:00
FL-0786,Philippine Airlines,Cebu,Seoul,On Time,85,2.79,348.37,15,16.34,2026-05-11 20:00:00,2026-05-11 22:00:00
FL-0787,AirAsia,Manila,Seoul,Delayed,137,3.35,521.47,0,12.09,2026-05-12 00:00:00,2026-05-12 02:00:00
FL-0788,PAL Express,Manila,Singapore,Delayed,128,3.38,322.94,0,12.62,2026-05-12 04:00:00,2026-05-12 06:00:00
FL-0789,PAL Express,Clark,Bangkok,Delayed,105,3.95,454.29,60,13.24,2026-05-12 08:00:00,2026-05-12 10:00:00
